MCSweeps totalmoves Epair avg_Epair Ebond avg_Ebond Eangle avg_Eangle Etot avg_Etot time
8880 621670000 0 0 0 0 -706 -701.09039548022599 -710 -701.09039548022599 38961.539009722997 
8890 622370000 0 0 0 0 -706 -701.09039548022599 -700 -701.09039548022599 39004.165668895999 
8900 623070000 0 0 0 0 -706 -701.09039548022599 -696 -701.09039548022599 39046.730103734 
8910 623770000 0 0 0 0 -696 -701.06179775280896 -692 -701.06179775280896 39089.225829100003 
8920 624470000 0 0 0 0 -696 -701.06179775280896 -693 -701.06179775280896 39131.708784101997 
8930 625170000 0 0 0 0 -696 -701.06179775280896 -701 -701.06179775280896 39174.015105979997 
8940 625870000 0 0 0 0 -696 -701.06179775280896 -697 -701.06179775280896 39216.327416754 
8950 626570000 0 0 0 0 -696 -701.06179775280896 -701 -701.06179775280896 39258.689626496001 
8960 627270000 0 0 0 0 -701 -701.06145251396651 -705 -701.06145251396651 39301.595885579001 
8970 627970000 0 0 0 0 -701 -701.06145251396651 -709 -701.06145251396651 39344.437376000998 
8980 628670000 0 0 0 0 -701 -701.06145251396651 -703 -701.06145251396651 39387.694523536004 
8990 629370000 0 0 0 0 -701 -701.06145251396651 -706 -701.06145251396651 39430.375467962003 
9000 630070000 0 0 0 0 -701 -701.06145251396651 -700 -701.06145251396651 39473.244917204996 
9010 630770000 0 0 0 0 -700 -701.05555555555554 -705 -701.05555555555554 39516.080308283999 
9020 631470000 0 0 0 0 -700 -701.05555555555554 -701 -701.05555555555554 39558.863039196003 
9030 632170000 0 0 0 0 -700 -701.05555555555554 -700 -701.05555555555554 39601.544634286001 
9040 632870000 0 0 0 0 -700 -701.05555555555554 -693 -701.05555555555554 39644.169219201001 
9050 633570000 0 0 0 0 -700 -701.05555555555554 -710 -701.05555555555554 39686.754162605997 
9060 634270000 0 0 0 0 -710 -701.10497237569064 -709 -701.10497237569064 39729.809173312999 
9070 634970000 0 0 0 0 -710 -701.10497237569064 -713 -701.10497237569064 39772.607322780997 
9080 635670000 0 0 0 0 -710 -701.10497237569064 -709 -701.10497237569064 39813.618165275999 
9090 636370000 0 0 0 0 -710 -701.10497237569064 -707 -701.10497237569064 39856.702011900001 
9100 637070000 0 0 0 0 -710 -701.10497237569064 -706 -701.10497237569064 39899.639187555003 
9110 637770000 0 0 0 0 -706 -701.13186813186815 -704 -701.13186813186815 39942.613204763002 
9120 638470000 0 0 0 0 -706 -701.13186813186815 -705 -701.13186813186815 39985.606136914001 
9130 639170000 0 0 0 0 -706 -701.13186813186815 -705 -701.13186813186815 40028.414119663001 
9140 639870000 0 0 0 0 -706 -701.13186813186815 -704 -701.13186813186815 40070.864416534001 
9150 640570000 0 0 0 0 -706 -701.13186813186815 -702 -701.13186813186815 40113.458222362999 
9160 641270000 0 0 0 0 -702 -701.1366120218579 -703 -701.1366120218579 40156.218603840003 
9170 641970000 0 0 0 0 -702 -701.1366120218579 -708 -701.1366120218579 40198.874646226002 
9180 642670000 0 0 0 0 -702 -701.1366120218579 -704 -701.1366120218579 40241.520152623001 
9190 643370000 0 0 0 0 -702 -701.1366120218579 -700 -701.1366120218579 40284.177576107002 
9200 644070000 0 0 0 0 -702 -701.1366120218579 -707 -701.1366120218579 40326.565902465001 
9210 644770000 0 0 0 0 -707 -701.16847826086962 -699 -701.16847826086962 40369.360389209003 
9220 645470000 0 0 0 0 -707 -701.16847826086962 -705 -701.16847826086962 40412.028478998 
9230 646170000 0 0 0 0 -707 -701.16847826086962 -705 -701.16847826086962 40454.710080571997 
9240 646870000 0 0 0 0 -707 -701.16847826086962 -710 -701.16847826086962 40497.542073477998 
9250 647570000 0 0 0 0 -707 -701.16847826086962 -712 -701.16847826086962 40540.278502533998 
9260 648270000 0 0 0 0 -712 -701.22702702702713 -709 -701.22702702702713 40582.953585085001 
9270 648970000 0 0 0 0 -712 -701.22702702702713 -700 -701.22702702702713 40625.681840497004 
9280 649670000 0 0 0 0 -712 -701.22702702702713 -699 -701.22702702702713 40668.392971704001 
9290 650370000 0 0 0 0 -712 -701.22702702702713 -708 -701.22702702702713 40711.183159922002 
9300 651070000 0 0 0 0 -712 -701.22702702702713 -695 -701.22702702702713 40753.840857638999 
9310 651770000 0 0 0 0 -695 -701.19354838709683 -713 -701.19354838709683 40796.714834630999 
9320 652470000 0 0 0 0 -695 -701.19354838709683 -697 -701.19354838709683 40839.562719244001 
9330 653170000 0 0 0 0 -695 -701.19354838709683 -704 -701.19354838709683 40882.095519486997 
9340 653870000 0 0 0 0 -695 -701.19354838709683 -700 -701.19354838709683 40924.857522395003 
9350 654570000 0 0 0 0 -695 -701.19354838709683 -708 -701.19354838709683 40967.491964649998 
9360 655270000 0 0 0 0 -708 -701.22994652406419 -696 -701.22994652406419 41010.288028645002 
9370 655970000 0 0 0 0 -708 -701.22994652406419 -704 -701.22994652406419 41052.915500707 
9380 656670000 0 0 0 0 -708 -701.22994652406419 -700 -701.22994652406419 41095.732907060003 
9390 657370000 0 0 0 0 -708 -701.22994652406419 -706 -701.22994652406419 41138.370857016002 
9400 658070000 0 0 0 0 -708 -701.22994652406419 -706 -701.22994652406419 41181.088754835 
9410 658770000 0 0 0 0 -706 -701.25531914893622 -710 -701.25531914893622 41224.064147637 
9420 659470000 0 0 0 0 -706 -701.25531914893622 -708 -701.25531914893622 41266.674177107998 
9430 660170000 0 0 0 0 -706 -701.25531914893622 -711 -701.25531914893622 41309.328568422003 
9440 660870000 0 0 0 0 -706 -701.25531914893622 -704 -701.25531914893622 41351.892950517999 
9450 661570000 0 0 0 0 -706 -701.25531914893622 -703 -701.25531914893622 41394.403680527997 
9460 662270000 0 0 0 0 -703 -701.26455026455028 -707 -701.26455026455028 41437.248849426003 
9470 662970000 0 0 0 0 -703 -701.26455026455028 -714 -701.26455026455028 41480.110419980003 
9480 663670000 0 0 0 0 -703 -701.26455026455028 -700 -701.26455026455028 41523.046024228999 
9490 664370000 0 0 0 0 -703 -701.26455026455028 -705 -701.26455026455028 41565.786505474003 
9500 665070000 0 0 0 0 -703 -701.26455026455028 -699 -701.26455026455028 41608.803112267 
9510 665770000 0 0 0 0 -699 -701.25263157894733 -704 -701.25263157894733 41651.675864087003 
9520 666470000 0 0 0 0 -699 -701.25263157894733 -711 -701.25263157894733 41694.459015264998 
9530 667170000 0 0 0 0 -699 -701.25263157894733 -707 -701.25263157894733 41737.312727076998 
9540 667870000 0 0 0 0 -699 -701.25263157894733 -715 -701.25263157894733 41780.054465685003 
9550 668570000 0 0 0 0 -699 -701.25263157894733 -707 -701.25263157894733 41822.969449507997 
9560 669270000 0 0 0 0 -707 -701.28272251308897 -709 -701.28272251308897 41865.831719768001 
9570 669970000 0 0 0 0 -707 -701.28272251308897 -701 -701.28272251308897 41908.625851730998 
9580 670670000 0 0 0 0 -707 -701.28272251308897 -702 -701.28272251308897 41951.005083219003 
9590 671370000 0 0 0 0 -707 -701.28272251308897 -702 -701.28272251308897 41993.518686515999 
9600 672070000 0 0 0 0 -707 -701.28272251308897 -701 -701.28272251308897 42035.882912626999 
9610 672770000 0 0 0 0 -701 -701.28125 -712 -701.28125 42078.392557104999 
9620 673470000 0 0 0 0 -701 -701.28125 -704 -701.28125 42120.900560542002 
9630 674170000 0 0 0 0 -701 -701.28125 -703 -701.28125 42163.286855220002 
9640 674870000 0 0 0 0 -701 -701.28125 -714 -701.28125 42205.657240829998 
9650 675570000 0 0 0 0 -701 -701.28125 -712 -701.28125 42248.531734900003 
9660 676270000 0 0 0 0 -712 -701.33678756476684 -711 -701.33678756476684 42291.303265666 
9670 676970000 0 0 0 0 -712 -701.33678756476684 -710 -701.33678756476684 42334.006996434 
9680 677670000 0 0 0 0 -712 -701.33678756476684 -713 -701.33678756476684 42376.72105457 
9690 678370000 0 0 0 0 -712 -701.33678756476684 -709 -701.33678756476684 42419.456477353 
9700 679070000 0 0 0 0 -712 -701.33678756476684 -701 -701.33678756476684 42462.161866962997 
9710 679770000 0 0 0 0 -701 -701.3350515463917 -705 -701.3350515463917 42504.93598301 
9720 680470000 0 0 0 0 -701 -701.3350515463917 -704 -701.3350515463917 42547.470351131997 
9730 681170000 0 0 0 0 -701 -701.3350515463917 -701 -701.3350515463917 42589.975709669998 
9740 681870000 0 0 0 0 -701 -701.3350515463917 -709 -701.3350515463917 42632.573282352998 
9750 682570000 0 0 0 0 -701 -701.3350515463917 -708 -701.3350515463917 42675.088476343 
9760 683270000 0 0 0 0 -708 -701.36923076923074 -700 -701.36923076923074 42717.731224782001 
9770 683970000 0 0 0 0 -708 -701.36923076923074 -694 -701.36923076923074 42760.520707367999 
9780 684670000 0 0 0 0 -708 -701.36923076923074 -702 -701.36923076923074 42803.186184671998 
9790 685370000 0 0 0 0 -708 -701.36923076923074 -705 -701.36923076923074 42845.891061585004 
9800 686070000 0 0 0 0 -708 -701.36923076923074 -705 -701.36923076923074 42888.529158794001 
9810 686770000 0 0 0 0 -705 -701.38775510204084 -708 -701.38775510204084 42931.291481291002 
9820 687470000 0 0 0 0 -705 -701.38775510204084 -694 -701.38775510204084 42973.898705086998 
9830 688170000 0 0 0 0 -705 -701.38775510204084 -709 -701.38775510204084 43016.357295111004 
9840 688870000 0 0 0 0 -705 -701.38775510204084 -706 -701.38775510204084 43058.786785862998 
9850 689570000 0 0 0 0 -705 -701.38775510204084 -700 -701.38775510204084 43101.162841685 
9860 690270000 0 0 0 0 -700 -701.38071065989845 -702 -701.38071065989845 43143.705684394998 
9870 690970000 0 0 0 0 -700 -701.38071065989845 -703 -701.38071065989845 43186.287204318003 
9880 691670000 0 0 0 0 -700 -701.38071065989845 -701 -701.38071065989845 43228.864340638 
9890 692370000 0 0 0 0 -700 -701.38071065989845 -684 -701.38071065989845 43271.455458924 
9900 693070000 0 0 0 0 -700 -701.38071065989845 -692 -701.38071065989845 43313.971958852999 
9910 693770000 0 0 0 0 -692 -701.33333333333337 -698 -701.33333333333337 43356.744413089997 
9920 694470000 0 0 0 0 -692 -701.33333333333337 -706 -701.33333333333337 43399.396605618 
9930 695170000 0 0 0 0 -692 -701.33333333333337 -708 -701.33333333333337 43442.158276444003 
9940 695870000 0 0 0 0 -692 -701.33333333333337 -704 -701.33333333333337 43484.932942029998 
9950 696570000 0 0 0 0 -692 -701.33333333333337 -699 -701.33333333333337 43527.859052918997 
9960 697270000 0 0 0 0 -699 -701.321608040201 -709 -701.321608040201 43570.771508266997 
9970 697970000 0 0 0 0 -699 -701.321608040201 -707 -701.321608040201 43613.735624287001 
9980 698670000 0 0 0 0 -699 -701.321608040201 -707 -701.321608040201 43656.828448207998 
9990 699370000 0 0 0 0 -699 -701.321608040201 -706 -701.321608040201 43699.735700976002 
10000 700070000 0 0 0 0 -699 -701.321608040201 -700 -701.321608040201 43742.169977161 
10010 700770000 0 0 0 0 -700 -701.31500000000005 -709 -701.31500000000005 43785.000935933 
10020 701470000 0 0 0 0 -700 -701.31500000000005 -704 -701.31500000000005 43827.985287844 
10030 702170000 0 0 0 0 -700 -701.31500000000005 -707 -701.31500000000005 43870.861314881004 
10040 702870000 0 0 0 0 -700 -701.31500000000005 -701 -701.31500000000005 43913.741431611001 
10050 703570000 0 0 0 0 -700 -701.31500000000005 -701 -701.31500000000005 43956.373143265002 
10060 704270000 0 0 0 0 -701 -701.31343283582089 -712 -701.31343283582089 43999.107492185998 
10070 704970000 0 0 0 0 -701 -701.31343283582089 -704 -701.31343283582089 44042.061235902998 
10080 705670000 0 0 0 0 -701 -701.31343283582089 -707 -701.31343283582089 44084.644814599 
10090 706370000 0 0 0 0 -701 -701.31343283582089 -707 -701.31343283582089 44127.516340693997 
10100 707070000 0 0 0 0 -701 -701.31343283582089 -711 -701.31343283582089 44170.250770127997 
10110 707770000 0 0 0 0 -711 -701.36138613861385 -699 -701.36138613861385 44213.160814563002 
10120 708470000 0 0 0 0 -711 -701.36138613861385 -705 -701.36138613861385 44255.832933042999 
10130 709170000 0 0 0 0 -711 -701.36138613861385 -707 -701.36138613861385 44298.532929310997 
10140 709870000 0 0 0 0 -711 -701.36138613861385 -699 -701.36138613861385 44341.216535983003 
10150 710570000 0 0 0 0 -711 -701.36138613861385 -713 -701.36138613861385 44384.013543859997 
10160 711270000 0 0 0 0 -713 -701.41871921182269 -705 -701.41871921182269 44426.775464040002 
10170 711970000 0 0 0 0 -713 -701.41871921182269 -707 -701.41871921182269 44469.58102138 
10180 712670000 0 0 0 0 -713 -701.41871921182269 -704 -701.41871921182269 44512.319497771998 
10190 713370000 0 0 0 0 -713 -701.41871921182269 -703 -701.41871921182269 44555.110269393997 
10200 714070000 0 0 0 0 -713 -701.41871921182269 -704 -701.41871921182269 44597.722383161999 
10210 714770000 0 0 0 0 -704 -701.43137254901956 -704 -701.43137254901956 44640.399288859 
10220 715470000 0 0 0 0 -704 -701.43137254901956 -692 -701.43137254901956 44682.991300715999 
10230 716170000 0 0 0 0 -704 -701.43137254901956 -698 -701.43137254901956 44725.066946264997 
10240 716870000 0 0 0 0 -704 -701.43137254901956 -705 -701.43137254901956 44767.54916196 
10250 717570000 0 0 0 0 -704 -701.43137254901956 -712 -701.43137254901956 44810.528225456997 
10260 718270000 0 0 0 0 -712 -701.48292682926831 -701 -701.48292682926831 44853.497759703001 
10270 718970000 0 0 0 0 -712 -701.48292682926831 -702 -701.48292682926831 44896.314280113002 
10280 719670000 0 0 0 0 -712 -701.48292682926831 -704 -701.48292682926831 44939.025928075003 
10290 720370000 0 0 0 0 -712 -701.48292682926831 -708 -701.48292682926831 44981.705259224997 
10300 721070000 0 0 0 0 -712 -701.48292682926831 -710 -701.48292682926831 45024.494463091003 
10310 721770000 0 0 0 0 -710 -701.52427184466023 -709 -701.52427184466023 45067.318587305999 
10320 722470000 0 0 0 0 -710 -701.52427184466023 -709 -701.52427184466023 45110.076314455 
10330 723170000 0 0 0 0 -710 -701.52427184466023 -708 -701.52427184466023 45152.828618193002 
10340 723870000 0 0 0 0 -710 -701.52427184466023 -708 -701.52427184466023 45195.754479017 
10350 724570000 0 0 0 0 -710 -701.52427184466023 -700 -701.52427184466023 45238.305628879003 
10360 725270000 0 0 0 0 -700 -701.51690821256034 -695 -701.51690821256034 45281.057166530001 
10370 725970000 0 0 0 0 -700 -701.51690821256034 -695 -701.51690821256034 45323.681543951003 
10380 726670000 0 0 0 0 -700 -701.51690821256034 -702 -701.51690821256034 45366.517501923998 
10390 727370000 0 0 0 0 -700 -701.51690821256034 -697 -701.51690821256034 45409.032458316004 
10400 728070000 0 0 0 0 -700 -701.51690821256034 -703 -701.51690821256034 45451.646036771002 
10410 728770000 0 0 0 0 -703 -701.52403846153845 -707 -701.52403846153845 45494.525328536998 
10420 729470000 0 0 0 0 -703 -701.52403846153845 -706 -701.52403846153845 45537.005487834002 
10430 730170000 0 0 0 0 -703 -701.52403846153845 -705 -701.52403846153845 45579.525095696998 
10440 730870000 0 0 0 0 -703 -701.52403846153845 -705 -701.52403846153845 45621.839143873003 
10450 731570000 0 0 0 0 -703 -701.52403846153845 -708 -701.52403846153845 45664.298590236998 
10460 732270000 0 0 0 0 -708 -701.55502392344499 -708 -701.55502392344499 45706.960986234 
10470 732970000 0 0 0 0 -708 -701.55502392344499 -706 -701.55502392344499 45749.545108029997 
10480 733670000 0 0 0 0 -708 -701.55502392344499 -703 -701.55502392344499 45792.008341437999 
10490 734370000 0 0 0 0 -708 -701.55502392344499 -695 -701.55502392344499 45834.347132296003 
10500 735070000 0 0 0 0 -708 -701.55502392344499 -698 -701.55502392344499 45876.892795104002 
10510 735770000 0 0 0 0 -698 -701.53809523809525 -702 -701.53809523809525 45919.350237090999 
10520 736470000 0 0 0 0 -698 -701.53809523809525 -708 -701.53809523809525 45961.693424591998 
10530 737170000 0 0 0 0 -698 -701.53809523809525 -708 -701.53809523809525 46004.110933235002 
10540 737870000 0 0 0 0 -698 -701.53809523809525 -704 -701.53809523809525 46046.586478559999 
10550 738570000 0 0 0 0 -698 -701.53809523809525 -705 -701.53809523809525 46088.943366713 
10560 739270000 0 0 0 0 -705 -701.55450236966828 -709 -701.55450236966828 46131.337378873999 
10570 739970000 0 0 0 0 -705 -701.55450236966828 -710 -701.55450236966828 46173.862410225003 
10580 740670000 0 0 0 0 -705 -701.55450236966828 -706 -701.55450236966828 46216.441615921001 
10590 741370000 0 0 0 0 -705 -701.55450236966828 -703 -701.55450236966828 46258.754307379 
10600 742070000 0 0 0 0 -705 -701.55450236966828 -705 -701.55450236966828 46301.216087585002 
10610 742770000 0 0 0 0 -705 -701.57075471698113 -711 -701.57075471698113 46343.830493988004 
10620 743470000 0 0 0 0 -705 -701.57075471698113 -709 -701.57075471698113 46386.456903247003 
10630 744170000 0 0 0 0 -705 -701.57075471698113 -709 -701.57075471698113 46429.087519742003 
10640 744870000 0 0 0 0 -705 -701.57075471698113 -705 -701.57075471698113 46471.486790971998 
10650 745570000 0 0 0 0 -705 -701.57075471698113 -703 -701.57075471698113 46514.213340631002 
10660 746270000 0 0 0 0 -703 -701.57746478873241 -706 -701.57746478873241 46556.922304382002 
10670 746970000 0 0 0 0 -703 -701.57746478873241 -707 -701.57746478873241 46599.351603613999 
10680 747670000 0 0 0 0 -703 -701.57746478873241 -703 -701.57746478873241 46641.959624921001 
10690 748370000 0 0 0 0 -703 -701.57746478873241 -705 -701.57746478873241 46684.424331399998 
10700 749070000 0 0 0 0 -703 -701.57746478873241 -708 -701.57746478873241 46726.906296900001 
10710 749770000 0 0 0 0 -708 -701.60747663551399 -708 -701.60747663551399 46769.565180999001 
10720 750470000 0 0 0 0 -708 -701.60747663551399 -697 -701.60747663551399 46812.228707187001 
10730 751170000 0 0 0 0 -708 -701.60747663551399 -699 -701.60747663551399 46854.645265423002 
10740 751870000 0 0 0 0 -708 -701.60747663551399 -708 -701.60747663551399 46897.013841605003 
10750 752570000 0 0 0 0 -708 -701.60747663551399 -704 -701.60747663551399 46939.703698145 
10760 753270000 0 0 0 0 -704 -701.61860465116274 -705 -701.61860465116274 46982.382895914998 
10770 753970000 0 0 0 0 -704 -701.61860465116274 -706 -701.61860465116274 47024.589954821 
10780 754670000 0 0 0 0 -704 -701.61860465116274 -702 -701.61860465116274 47067.032562027998 
10790 755370000 0 0 0 0 -704 -701.61860465116274 -705 -701.61860465116274 47109.382687514997 
10800 756070000 0 0 0 0 -704 -701.61860465116274 -708 -701.61860465116274 47151.918001981001 
10810 756770000 0 0 0 0 -708 -701.64814814814815 -708 -701.64814814814815 47194.656095088998 
10820 757470000 0 0 0 0 -708 -701.64814814814815 -704 -701.64814814814815 47237.075060855997 
10830 758170000 0 0 0 0 -708 -701.64814814814815 -714 -701.64814814814815 47279.663920437997 
10840 758870000 0 0 0 0 -708 -701.64814814814815 -713 -701.64814814814815 47322.25135549 
10850 759570000 0 0 0 0 -708 -701.64814814814815 -701 -701.64814814814815 47364.823352751999 
10860 760270000 0 0 0 0 -701 -701.64516129032256 -709 -701.64516129032256 47407.277850682003 
10870 760970000 0 0 0 0 -701 -701.64516129032256 -704 -701.64516129032256 47449.840583525001 
10880 761670000 0 0 0 0 -701 -701.64516129032256 -710 -701.64516129032256 47492.247858485003 
10890 762370000 0 0 0 0 -701 -701.64516129032256 -705 -701.64516129032256 47534.677446358 
10900 763070000 0 0 0 0 -701 -701.64516129032256 -701 -701.64516129032256 47577.158434010002 
10910 763770000 0 0 0 0 -701 -701.64220183486236 -701 -701.64220183486236 47619.62486245 
10920 764470000 0 0 0 0 -701 -701.64220183486236 -699 -701.64220183486236 47662.113678982998 
10930 765170000 0 0 0 0 -701 -701.64220183486236 -702 -701.64220183486236 47704.552282696997 
10940 765870000 0 0 0 0 -701 -701.64220183486236 -704 -701.64220183486236 47746.812154567 
10950 766570000 0 0 0 0 -701 -701.64220183486236 -708 -701.64220183486236 47788.729334304997 
10960 767270000 0 0 0 0 -708 -701.67123287671234 -698 -701.67123287671234 47831.019471344 
10970 767970000 0 0 0 0 -708 -701.67123287671234 -701 -701.67123287671234 47873.506240928997 
10980 768670000 0 0 0 0 -708 -701.67123287671234 -706 -701.67123287671234 47915.923133468001 
10990 769370000 0 0 0 0 -708 -701.67123287671234 -709 -701.67123287671234 47958.416348286999 
11000 770070000 0 0 0 0 -708 -701.67123287671234 -709 -701.67123287671234 48000.92963328 
11010 770770000 0 0 0 0 -709 -701.7045454545455 -707 -701.7045454545455 48043.484324092002 
11020 771470000 0 0 0 0 -709 -701.7045454545455 -701 -701.7045454545455 48085.875087113003 
11030 772170000 0 0 0 0 -709 -701.7045454545455 -706 -701.7045454545455 48128.269344191001 
11040 772870000 0 0 0 0 -709 -701.7045454545455 -700 -701.7045454545455 48170.691481205002 
11050 773570000 0 0 0 0 -709 -701.7045454545455 -705 -701.7045454545455 48213.242532122 
11060 774270000 0 0 0 0 -705 -701.7194570135747 -707 -701.7194570135747 48255.778487739997 
11070 774970000 0 0 0 0 -705 -701.7194570135747 -697 -701.7194570135747 48298.207426444002 
11080 775670000 0 0 0 0 -705 -701.7194570135747 -704 -701.7194570135747 48340.566851511001 
11090 776370000 0 0 0 0 -705 -701.7194570135747 -700 -701.7194570135747 48382.956824665998 
11100 777070000 0 0 0 0 -705 -701.7194570135747 -698 -701.7194570135747 48425.226237900999 
11110 777770000 0 0 0 0 -698 -701.70270270270271 -704 -701.70270270270271 48467.660492984003 
11120 778470000 0 0 0 0 -698 -701.70270270270271 -702 -701.70270270270271 48509.980889774 
11130 779170000 0 0 0 0 -698 -701.70270270270271 -698 -701.70270270270271 48552.493603098999 
11140 779870000 0 0 0 0 -698 -701.70270270270271 -702 -701.70270270270271 48594.793212133001 
11150 780570000 0 0 0 0 -698 -701.70270270270271 -707 -701.70270270270271 48637.499986101997 
11160 781270000 0 0 0 0 -707 -701.72645739910308 -700 -701.72645739910308 48680.036041665997 
11170 781970000 0 0 0 0 -707 -701.72645739910308 -704 -701.72645739910308 48722.575072983003 
11180 782670000 0 0 0 0 -707 -701.72645739910308 -700 -701.72645739910308 48764.841057562 
11190 783370000 0 0 0 0 -707 -701.72645739910308 -693 -701.72645739910308 48807.083493156002 
11200 784070000 0 0 0 0 -707 -701.72645739910308 -691 -701.72645739910308 48849.094743886002 
11210 784770000 0 0 0 0 -691 -701.67857142857144 -699 -701.67857142857144 48891.391799372002 
11220 785470000 0 0 0 0 -691 -701.67857142857144 -701 -701.67857142857144 48933.730153156997 
11230 786170000 0 0 0 0 -691 -701.67857142857144 -701 -701.67857142857144 48975.782581305997 
11240 786870000 0 0 0 0 -691 -701.67857142857144 -704 -701.67857142857144 49018.336759209 
11250 787570000 0 0 0 0 -691 -701.67857142857144 -699 -701.67857142857144 49060.681102478004 
11260 788270000 0 0 0 0 -699 -701.66666666666663 -708 -701.66666666666663 49102.980269102998 
11270 788970000 0 0 0 0 -699 -701.66666666666663 -699 -701.66666666666663 49145.274249795999 
11280 789670000 0 0 0 0 -699 -701.66666666666663 -703 -701.66666666666663 49187.547535511003 
11290 790370000 0 0 0 0 -699 -701.66666666666663 -706 -701.66666666666663 49229.815347966003 
11300 791070000 0 0 0 0 -699 -701.66666666666663 -696 -701.66666666666663 49272.115327876003 
11310 791770000 0 0 0 0 -696 -701.64159292035401 -705 -701.64159292035401 49314.535443596003 
11320 792470000 0 0 0 0 -696 -701.64159292035401 -706 -701.64159292035401 49356.915613885001 
11330 793170000 0 0 0 0 -696 -701.64159292035401 -705 -701.64159292035401 49399.373755314999 
11340 793870000 0 0 0 0 -696 -701.64159292035401 -702 -701.64159292035401 49441.844523724001 
11350 794570000 0 0 0 0 -696 -701.64159292035401 -707 -701.64159292035401 49484.337019478997 
11360 795270000 0 0 0 0 -707 -701.66519823788542 -710 -701.66519823788542 49526.836217950004 
11370 795970000 0 0 0 0 -707 -701.66519823788542 -705 -701.66519823788542 49569.208704541001 
11380 796670000 0 0 0 0 -707 -701.66519823788542 -707 -701.66519823788542 49611.623699146003 
11390 797370000 0 0 0 0 -707 -701.66519823788542 -712 -701.66519823788542 49653.924078693999 
11400 798070000 0 0 0 0 -707 -701.66519823788542 -715 -701.66519823788542 49696.576777126 
11410 798770000 0 0 0 0 -715 -701.72368421052636 -709 -701.72368421052636 49739.168481918998 
11420 799470000 0 0 0 0 -715 -701.72368421052636 -704 -701.72368421052636 49781.753153849 
11430 800170000 0 0 0 0 -715 -701.72368421052636 -700 -701.72368421052636 49824.143732971999 
11440 800870000 0 0 0 0 -715 -701.72368421052636 -700 -701.72368421052636 49866.627795736997 
11450 801570000 0 0 0 0 -715 -701.72368421052636 -703 -701.72368421052636 49908.823367078003 
11460 802270000 0 0 0 0 -703 -701.72925764192144 -697 -701.72925764192144 49951.051456009001 
11470 802970000 0 0 0 0 -703 -701.72925764192144 -689 -701.72925764192144 49992.853943905 
11480 803670000 0 0 0 0 -703 -701.72925764192144 -692 -701.72925764192144 50034.800487387001 
11490 804370000 0 0 0 0 -703 -701.72925764192144 -693 -701.72925764192144 50076.783069687001 
11500 805070000 0 0 0 0 -703 -701.72925764192144 -686 -701.72925764192144 50118.978753481999 
11510 805770000 0 0 0 0 -686 -701.66086956521735 -688 -701.66086956521735 50161.166887070998 
11520 806470000 0 0 0 0 -686 -701.66086956521735 -689 -701.66086956521735 50203.491075917998 
11530 807170000 0 0 0 0 -686 -701.66086956521735 -690 -701.66086956521735 50245.767843465001 
11540 807870000 0 0 0 0 -686 -701.66086956521735 -692 -701.66086956521735 50288.134703889998 
11550 808570000 0 0 0 0 -686 -701.66086956521735 -690 -701.66086956521735 50330.307227024998 
11560 809270000 0 0 0 0 -702 -701.66233766233768 -699 -701.66233766233768 50372.619229274998 
11570 809970000 0 0 0 0 -702 -701.66233766233768 -695 -701.66233766233768 50414.727287378999 
11580 810670000 0 0 0 0 -702 -701.66233766233768 -698 -701.66233766233768 50457.009348195003 
11590 811370000 0 0 0 0 -702 -701.66233766233768 -700 -701.66233766233768 50499.433690505997 
11600 812070000 0 0 0 0 -702 -701.66233766233768 -692 -701.66233766233768 50541.768450707001 
11610 812770000 0 0 0 0 -692 -701.62068965517244 -703 -701.62068965517244 50583.955219777003 
11620 813470000 0 0 0 0 -692 -701.62068965517244 -698 -701.62068965517244 50626.183101133 
11630 814170000 0 0 0 0 -692 -701.62068965517244 -699 -701.62068965517244 50668.627989314999 
11640 814870000 0 0 0 0 -692 -701.62068965517244 -701 -701.62068965517244 50710.906006883 
11650 815570000 0 0 0 0 -692 -701.62068965517244 -698 -701.62068965517244 50753.361936472997 
11660 816270000 0 0 0 0 -714 -701.67381974248929 -704 -701.67381974248929 50795.907224331 
11670 816970000 0 0 0 0 -714 -701.67381974248929 -705 -701.67381974248929 50838.450107866003 
11680 817670000 0 0 0 0 -714 -701.67381974248929 -702 -701.67381974248929 50880.872644215 
11690 818370000 0 0 0 0 -714 -701.67381974248929 -699 -701.67381974248929 50923.354427302998 
11700 819070000 0 0 0 0 -714 -701.67381974248929 -706 -701.67381974248929 50965.712701982004 
11710 819770000 0 0 0 0 -706 -701.69230769230774 -701 -701.69230769230774 51008.285477630998 
11720 820470000 0 0 0 0 -706 -701.69230769230774 -706 -701.69230769230774 51050.654357847998 
11730 821170000 0 0 0 0 -706 -701.69230769230774 -701 -701.69230769230774 51093.116823933 
11740 821870000 0 0 0 0 -706 -701.69230769230774 -703 -701.69230769230774 51135.564305116997 
11750 822570000 0 0 0 0 -706 -701.69230769230774 -694 -701.69230769230774 51177.813885841002 
11760 823270000 0 0 0 0 -694 -701.65957446808511 -696 -701.65957446808511 51219.954997913999 
11770 823970000 0 0 0 0 -694 -701.65957446808511 -701 -701.65957446808511 51262.405052732996 
11780 824670000 0 0 0 0 -694 -701.65957446808511 -703 -701.65957446808511 51304.696987504998 
11790 825370000 0 0 0 0 -694 -701.65957446808511 -703 -701.65957446808511 51346.973205773997 
